sport_name,year,num_athletes,sport_id
Nordic Combined,1972,4,SPT_NORDIC_COMBINED
Nordic Combined,1976,3,SPT_NORDIC_COMBINED
Nordic Combined,1980,4,SPT_NORDIC_COMBINED
Nordic Combined,1984,3,SPT_NORDIC_COMBINED
Nordic Combined,1988,4,SPT_NORDIC_COMBINED
Nordic Combined,1992,4,SPT_NORDIC_COMBINED
Nordic Combined,1994,4,SPT_NORDIC_COMBINED
Nordic Combined,1998,4,SPT_NORDIC_COMBINED
Nordic Combined,2002,4,SPT_NORDIC_COMBINED
Nordic Combined,2006,6,SPT_NORDIC_COMBINED
Nordic Combined,2010,5,SPT_NORDIC_COMBINED
Nordic Combined,2014,4,SPT_NORDIC_COMBINED
Nordic Combined,2018,5,SPT_NORDIC_COMBINED
Nordic Combined,2022,5,SPT_NORDIC_COMBINED
Painting,1928,13,SPT_PAINTING
Painting,1932,110,SPT_PAINTING
Painting,1936,25,SPT_PAINTING
Polo,1900,18,SPT_POLO
Polo,1920,4,SPT_POLO
Polo,1924,4,SPT_POLO
Rhythmic Gymnastics,1984,2,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,1988,2,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,1992,2,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,1996,7,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,2004,1,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,2012,1,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,2016,6,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,2020,7,SPT_RHYTHMIC_GYMNASTICS
Rhythmic Gymnastics,2024,1,SPT_RHYTHMIC_GYMNASTICS
Roller Hockey,1992,10,SPT_ROLLER_HOCKEY
Roque,1904,4,SPT_ROQUE
Rowing,1900,9,SPT_ROWING
Rowing,1904,83,SPT_ROWING
Rowing,1920,18,SPT_ROWING
Rowing,1924,25,SPT_ROWING
Rowing,1928,32,SPT_ROWING
Rowing,1932,34,SPT_ROWING
Rowing,1936,29,SPT_ROWING
Rowing,1948,26,SPT_ROWING
Rowing,1952,26,SPT_ROWING
Rowing,1956,26,SPT_ROWING
Rowing,1960,26,SPT_ROWING
Rowing,1964,27,SPT_ROWING
Rowing,1968,27,SPT_ROWING
Rowing,1972,26,SPT_ROWING
Rowing,1976,54,SPT_ROWING
Rowing,1984,54,SPT_ROWING
Rowing,1988,53,SPT_ROWING
Rowing,1992,52,SPT_ROWING
Rowing,1996,46,SPT_ROWING
Rowing,2000,48,SPT_ROWING
Rowing,2004,45,SPT_ROWING
Rowing,2008,45,SPT_ROWING
Rowing,2012,44,SPT_ROWING
Rowing,2016,41,SPT_ROWING
Rowing,2020,37,SPT_ROWING
Rowing,2024,42,SPT_ROWING
Rugby,1920,21,SPT_RUGBY
Rugby,1924,26,SPT_RUGBY
Rugby Sevens,2016,25,SPT_RUGBY_SEVENS
Rugby Sevens,2020,26,SPT_RUGBY_SEVENS
Rugby Sevens,2024,26,SPT_RUGBY_SEVENS
Sailing,1900,3,SPT_SAILING
Sailing,1928,10,SPT_SAILING
Sailing,1932,21,SPT_SAILING
Sailing,1936,14,SPT_SAILING
Sailing,1948,13,SPT_SAILING
Sailing,1952,16,SPT_SAILING
Sailing,1956,13,SPT_SAILING
Sailing,1960,11,SPT_SAILING
Sailing,1964,11,SPT_SAILING
Sailing,1968,11,SPT_SAILING
Sailing,1972,13,SPT_SAILING
Sailing,1976,12,SPT_SAILING
Sailing,1984,20,SPT_SAILING
Sailing,1988,15,SPT_SAILING
Sailing,1992,17,SPT_SAILING
Sailing,1996,16,SPT_SAILING
Sailing,2000,18,SPT_SAILING
Sailing,2004,18,SPT_SAILING
Sailing,2008,18,SPT_SAILING
Sailing,2012,16,SPT_SAILING
Sailing,2016,15,SPT_SAILING
Sailing,2020,13,SPT_SAILING
Sailing,2024,13,SPT_SAILING
Sculpture,1912,1,SPT_SCULPTURE
Sculpture,1928,23,SPT_SCULPTURE
Sculpture,1932,42,SPT_SCULPTURE
Sculpture,1936,5,SPT_SCULPTURE
Shooting,1896,3,SPT_SHOOTING
Shooting,1900,15,SPT_SHOOTING
Shooting,1908,17,SPT_SHOOTING
Shooting,1912,38,SPT_SHOOTING
Shooting,1920,29,SPT_SHOOTING
Shooting,1924,21,SPT_SHOOTING
Shooting,1932,6,SPT_SHOOTING
Shooting,1936,6,SPT_SHOOTING
Shooting,1948,12,SPT_SHOOTING
Shooting,1952,6,SPT_SHOOTING
Shooting,1956,8,SPT_SHOOTING
Shooting,1960,9,SPT_SHOOTING
Shooting,1964,10,SPT_SHOOTING
Shooting,1968,12,SPT_SHOOTING
Shooting,1972,14,SPT_SHOOTING
Shooting,1976,14,SPT_SHOOTING
Shooting,1984,20,SPT_SHOOTING
Shooting,1988,24,SPT_SHOOTING
Shooting,1992,21,SPT_SHOOTING
Shooting,1996,25,SPT_SHOOTING
Shooting,2000,28,SPT_SHOOTING
Shooting,2004,21,SPT_SHOOTING
Shooting,2008,22,SPT_SHOOTING
Shooting,2012,20,SPT_SHOOTING
Shooting,2016,20,SPT_SHOOTING
Shooting,2020,20,SPT_SHOOTING
Shooting,2024,17,SPT_SHOOTING
Short Track Speed Skating,1988,8,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,1992,6,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,1994,10,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,1998,11,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2002,10,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2006,10,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2010,10,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2014,8,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2018,8,SPT_SHORT_TRACK_SPEED_SKATING
Short Track Speed Skating,2022,7,SPT_SHORT_TRACK_SPEED_SKATING
Skateboarding,2020,12,SPT_SKATEBOARDING
Skateboarding,2024,12,SPT_SKATEBOARDING
Skeleton,1928,3,SPT_SKELETON
Skeleton,1948,4,SPT_SKELETON
Skeleton,2002,5,SPT_SKELETON
Skeleton,2006,4,SPT_SKELETON
Skeleton,2010,5,SPT_SKELETON
Skeleton,2014,5,SPT_SKELETON
Skeleton,2018,4,SPT_SKELETON
Skeleton,2022,3,SPT_SKELETON
Ski Jumping,1924,4,SPT_SKI_JUMPING
Ski Jumping,1928,3,SPT_SKI_JUMPING
Ski Jumping,1932,8,SPT_SKI_JUMPING
Ski Jumping,1936,4,SPT_SKI_JUMPING
Ski Jumping,1948,4,SPT_SKI_JUMPING
Ski Jumping,1952,4,SPT_SKI_JUMPING
Ski Jumping,1956,4,SPT_SKI_JUMPING
Ski Jumping,1960,4,SPT_SKI_JUMPING
Ski Jumping,1964,4,SPT_SKI_JUMPING
Ski Jumping,1968,5,SPT_SKI_JUMPING
Ski Jumping,1972,4,SPT_SKI_JUMPING
Ski Jumping,1976,6,SPT_SKI_JUMPING
Ski Jumping,1980,6,SPT_SKI_JUMPING
Ski Jumping,1984,5,SPT_SKI_JUMPING
Ski Jumping,1988,6,SPT_SKI_JUMPING
Ski Jumping,1992,4,SPT_SKI_JUMPING
Ski Jumping,1994,6,SPT_SKI_JUMPING
Ski Jumping,1998,5,SPT_SKI_JUMPING
Ski Jumping,2002,5,SPT_SKI_JUMPING
Ski Jumping,2006,5,SPT_SKI_JUMPING
Ski Jumping,2010,4,SPT_SKI_JUMPING
Ski Jumping,2014,7,SPT_SKI_JUMPING
Ski Jumping,2018,7,SPT_SKI_JUMPING
Ski Jumping,2022,5,SPT_SKI_JUMPING
Snowboarding,1998,14,SPT_SNOWBOARDING
Snowboarding,2002,14,SPT_SNOWBOARDING
Snowboarding,2006,16,SPT_SNOWBOARDING
Snowboarding,2010,18,SPT_SNOWBOARDING
Snowboarding,2014,23,SPT_SNOWBOARDING
Snowboarding,2018,25,SPT_SNOWBOARDING
Snowboarding,2022,26,SPT_SNOWBOARDING
Softball,1996,15,SPT_SOFTBALL
Softball,2000,15,SPT_SOFTBALL
Softball,2004,15,SPT_SOFTBALL
Softball,2008,15,SPT_SOFTBALL
Softball,2020,15,SPT_SOFTBALL
Speed Skating,1924,6,SPT_SPEED_SKATING
Speed Skating,1928,4,SPT_SPEED_SKATING
Speed Skating,1932,18,SPT_SPEED_SKATING
Speed Skating,1936,5,SPT_SPEED_SKATING
Speed Skating,1948,9,SPT_SPEED_SKATING
Speed Skating,1952,7,SPT_SPEED_SKATING
Speed Skating,1956,8,SPT_SPEED_SKATING
Speed Skating,1960,15,SPT_SPEED_SKATING
Speed Skating,1964,15,SPT_SPEED_SKATING
Speed Skating,1968,15,SPT_SPEED_SKATING
Speed Skating,1972,16,SPT_SPEED_SKATING
Speed Skating,1976,14,SPT_SPEED_SKATING
Speed Skating,1980,11,SPT_SPEED_SKATING
Speed Skating,1984,13,SPT_SPEED_SKATING
Speed Skating,1988,17,SPT_SPEED_SKATING
Speed Skating,1992,19,SPT_SPEED_SKATING
Speed Skating,1994,16,SPT_SPEED_SKATING
Speed Skating,1998,14,SPT_SPEED_SKATING
Speed Skating,2002,17,SPT_SPEED_SKATING
Speed Skating,2006,18,SPT_SPEED_SKATING
Speed Skating,2010,18,SPT_SPEED_SKATING
Speed Skating,2014,17,SPT_SPEED_SKATING
Speed Skating,2018,13,SPT_SPEED_SKATING
Speed Skating,2022,12,SPT_SPEED_SKATING
Speed Skiing,1992,8,SPT_SPEED_SKIING
Sport Climbing,2020,4,SPT_SPORT_CLIMBING
Sport Climbing,2024,8,SPT_SPORT_CLIMBING
Surfing,2020,4,SPT_SURFING
Surfing,2024,5,SPT_SURFING
Swimming,1896,1,SPT_SWIMMING
Swimming,1900,2,SPT_SWIMMING
Swimming,1904,39,SPT_SWIMMING
Swimming,1906,4,SPT_SWIMMING
Swimming,1908,9,SPT_SWIMMING
Swimming,1912,15,SPT_SWIMMING
Swimming,1920,22,SPT_SWIMMING
Swimming,1924,27,SPT_SWIMMING
Swimming,1928,23,SPT_SWIMMING
Swimming,1932,29,SPT_SWIMMING
Swimming,1936,29,SPT_SWIMMING
Swimming,1948,31,SPT_SWIMMING
Swimming,1952,33,SPT_SWIMMING
Swimming,1956,29,SPT_SWIMMING
Swimming,1960,31,SPT_SWIMMING
Swimming,1964,48,SPT_SWIMMING
Swimming,1968,52,SPT_SWIMMING
Swimming,1972,51,SPT_SWIMMING
Swimming,1976,51,SPT_SWIMMING
Swimming,1984,43,SPT_SWIMMING
Swimming,1988,44,SPT_SWIMMING
Swimming,1992,40,SPT_SWIMMING
Swimming,1996,44,SPT_SWIMMING
Swimming,2000,48,SPT_SWIMMING
Swimming,2004,43,SPT_SWIMMING
Swimming,2008,41,SPT_SWIMMING
Swimming,2012,47,SPT_SWIMMING
Swimming,2016,45,SPT_SWIMMING
Swimming,2020,50,SPT_SWIMMING
Swimming,2024,46,SPT_SWIMMING
Table Tennis,1988,3,SPT_TABLE_TENNIS
Table Tennis,1992,5,SPT_TABLE_TENNIS
Table Tennis,1996,6,SPT_TABLE_TENNIS
Table Tennis,2000,8,SPT_TABLE_TENNIS
Table Tennis,2004,7,SPT_TABLE_TENNIS
Table Tennis,2008,4,SPT_TABLE_TENNIS
Table Tennis,2012,4,SPT_TABLE_TENNIS
Table Tennis,2016,6,SPT_TABLE_TENNIS
Table Tennis,2020,6,SPT_TABLE_TENNIS
Table Tennis,2024,4,SPT_TABLE_TENNIS
Taekwondo,1988,15,SPT_TAEKWONDO
Taekwondo,1992,8,SPT_TAEKWONDO
Taekwondo,2000,4,SPT_TAEKWONDO
Taekwondo,2004,2,SPT_TAEKWONDO
Taekwondo,2008,4,SPT_TAEKWONDO
Taekwondo,2012,4,SPT_TAEKWONDO
Taekwondo,2016,4,SPT_TAEKWONDO
Taekwondo,2020,2,SPT_TAEKWONDO
Taekwondo,2024,4,SPT_TAEKWONDO
Tennis,1900,9,SPT_TENNIS
Tennis,1904,54,SPT_TENNIS
Tennis,1906,2,SPT_TENNIS
Tennis,1912,1,SPT_TENNIS
Tennis,1924,9,SPT_TENNIS
Tennis,1968,8,SPT_TENNIS
Tennis,1984,8,SPT_TENNIS
Tennis,1988,7,SPT_TENNIS
Tennis,1992,7,SPT_TENNIS
Tennis,1996,7,SPT_TENNIS
Tennis,2000,10,SPT_TENNIS
Tennis,2004,10,SPT_TENNIS
Tennis,2008,10,SPT_TENNIS
Tennis,2012,12,SPT_TENNIS
Tennis,2016,11,SPT_TENNIS
Tennis,2020,11,SPT_TENNIS
Tennis,2024,11,SPT_TENNIS
Trampolining,2000,1,SPT_TRAMPOLINING
Trampolining,2004,1,SPT_TRAMPOLINING
Trampolining,2008,2,SPT_TRAMPOLINING
Trampolining,2012,2,SPT_TRAMPOLINING
Trampolining,2016,2,SPT_TRAMPOLINING
Trampolining,2020,2,SPT_TRAMPOLINING
Trampolining,2024,2,SPT_TRAMPOLINING
Triathlon,2000,6,SPT_TRIATHLON
Triathlon,2004,6,SPT_TRIATHLON
Triathlon,2008,6,SPT_TRIATHLON
Triathlon,2012,5,SPT_TRIATHLON
Triathlon,2016,6,SPT_TRIATHLON
Triathlon,2020,5,SPT_TRIATHLON
Triathlon,2024,5,SPT_TRIATHLON
Tug-Of-War,1904,20,SPT_TUG-OF-WAR
Tug-Of-War,1908,8,SPT_TUG-OF-WAR
Tug-Of-War,1920,8,SPT_TUG-OF-WAR
Volleyball,1964,24,SPT_VOLLEYBALL
Volleyball,1968,24,SPT_VOLLEYBALL
Volleyball,1984,24,SPT_VOLLEYBALL
Volleyball,1988,24,SPT_VOLLEYBALL
Volleyball,1992,24,SPT_VOLLEYBALL
Volleyball,1996,24,SPT_VOLLEYBALL
Volleyball,2000,24,SPT_VOLLEYBALL
Volleyball,2004,24,SPT_VOLLEYBALL
Volleyball,2008,24,SPT_VOLLEYBALL
Volleyball,2012,24,SPT_VOLLEYBALL
Volleyball,2016,24,SPT_VOLLEYBALL
Volleyball,2020,24,SPT_VOLLEYBALL
Volleyball,2024,25,SPT_VOLLEYBALL
Water Polo,1904,21,SPT_WATER_POLO
Water Polo,1920,12,SPT_WATER_POLO
Water Polo,1924,11,SPT_WATER_POLO
Water Polo,1928,11,SPT_WATER_POLO
Water Polo,1932,11,SPT_WATER_POLO
Water Polo,1936,11,SPT_WATER_POLO
Water Polo,1948,11,SPT_WATER_POLO
Water Polo,1952,11,SPT_WATER_POLO
Water Polo,1956,11,SPT_WATER_POLO
Water Polo,1960,11,SPT_WATER_POLO
Water Polo,1964,11,SPT_WATER_POLO
Water Polo,1968,11,SPT_WATER_POLO
Water Polo,1972,11,SPT_WATER_POLO
Water Polo,1984,13,SPT_WATER_POLO
Water Polo,1988,13,SPT_WATER_POLO
Water Polo,1992,13,SPT_WATER_POLO
Water Polo,1996,13,SPT_WATER_POLO
Water Polo,2000,26,SPT_WATER_POLO
Water Polo,2004,26,SPT_WATER_POLO
Water Polo,2008,26,SPT_WATER_POLO
Water Polo,2012,26,SPT_WATER_POLO
Water Polo,2016,26,SPT_WATER_POLO
Water Polo,2020,26,SPT_WATER_POLO
Water Polo,2024,26,SPT_WATER_POLO
Waterskiing,1972,3,SPT_WATERSKIING
Weightlifting,1904,4,SPT_WEIGHTLIFTING
Weightlifting,1932,10,SPT_WEIGHTLIFTING
Weightlifting,1936,10,SPT_WEIGHTLIFTING
Weightlifting,1948,12,SPT_WEIGHTLIFTING
Weightlifting,1952,7,SPT_WEIGHTLIFTING
Weightlifting,1956,7,SPT_WEIGHTLIFTING
Weightlifting,1960,7,SPT_WEIGHTLIFTING
Weightlifting,1964,7,SPT_WEIGHTLIFTING
Weightlifting,1968,7,SPT_WEIGHTLIFTING
Weightlifting,1972,9,SPT_WEIGHTLIFTING
Weightlifting,1976,9,SPT_WEIGHTLIFTING
Weightlifting,1984,10,SPT_WEIGHTLIFTING
Weightlifting,1988,10,SPT_WEIGHTLIFTING
Weightlifting,1992,10,SPT_WEIGHTLIFTING
Weightlifting,1996,10,SPT_WEIGHTLIFTING
Weightlifting,2000,6,SPT_WEIGHTLIFTING
Weightlifting,2004,5,SPT_WEIGHTLIFTING
Weightlifting,2008,6,SPT_WEIGHTLIFTING
Weightlifting,2012,3,SPT_WEIGHTLIFTING
Weightlifting,2016,4,SPT_WEIGHTLIFTING
Weightlifting,2020,8,SPT_WEIGHTLIFTING
Weightlifting,2024,5,SPT_WEIGHTLIFTING
Wrestling,1904,46,SPT_WRESTLING
Wrestling,1906,2,SPT_WRESTLING
Wrestling,1908,7,SPT_WRESTLING
Wrestling,1912,6,SPT_WRESTLING
Wrestling,1920,18,SPT_WRESTLING
Wrestling,1924,19,SPT_WRESTLING
Wrestling,1928,14,SPT_WRESTLING
Wrestling,1932,14,SPT_WRESTLING
Wrestling,1936,14,SPT_WRESTLING
Wrestling,1948,16,SPT_WRESTLING
Wrestling,1952,16,SPT_WRESTLING
Wrestling,1956,16,SPT_WRESTLING
Wrestling,1960,16,SPT_WRESTLING
Wrestling,1964,16,SPT_WRESTLING
Wrestling,1968,16,SPT_WRESTLING
Wrestling,1972,19,SPT_WRESTLING
Wrestling,1976,20,SPT_WRESTLING
Wrestling,1984,20,SPT_WRESTLING
Wrestling,1988,20,SPT_WRESTLING
Wrestling,1992,20,SPT_WRESTLING
Wrestling,1996,20,SPT_WRESTLING
Wrestling,2000,16,SPT_WRESTLING
Wrestling,2004,17,SPT_WRESTLING
Wrestling,2008,17,SPT_WRESTLING
Wrestling,2012,17,SPT_WRESTLING
Wrestling,2016,14,SPT_WRESTLING
Wrestling,2020,15,SPT_WRESTLING
Wrestling,2024,16,SPT_WRESTLING
Wushu,2008,5,SPT_WUSHU
