hometown_id,city_name,state_code,latitude,longitude,state_latitude,state_longitude,total_athletes,ht_name,region,elevation,distance_to_west_coast_km,distance_to_east_coast_km,distance_to_nearest_coast_km,climate_zone
HT_VT_Putney,Putney,VT,42.9751766,-72.5215973,44.0459,-72.7107,1,"Putney, VT",Northeast,116.0,4214.117669384152,279.883598364789,279.883598364789,Temperate
HT_WA_Quincy,Quincy,WA,47.2343673,-119.8535054,47.4009,-121.4905,1,"Quincy, WA",West,396.0,1071.576332133499,3694.2969154126513,191.5337964868701,Cold Temperate
HT_NC_Raeford,Raeford,NC,34.9809996,-79.2241998,35.6301,-79.8064,1,"Raeford, NC",South,82.0,3854.0034551368863,784.3020893029725,784.3020893029725,Tropical/Subtropical
HT_NC_Raleigh,Raleigh,NC,35.7803977,-78.6390989,35.6301,-79.8064,4,"Raleigh, NC",South,113.0,3878.7541960669096,681.1174286227696,681.1174286227696,Subtropical
HT_CA_Rancho_Cucamonga,Rancho Cucamonga,CA,34.1033192,-117.575173,36.1162,-119.6816,2,"Rancho Cucamonga, CA",West,365.0,597.3473923689563,3885.7378802165467,597.3473923689563,Tropical/Subtropical
HT_NJ_Randolph,Randolph,NJ,40.844265,-74.5857218,40.2206,-74.7597,1,"Randolph, NJ",Northeast,304.0,4088.28168334207,51.068977056269226,51.068977056269226,Temperate
HT_ID_Rathdrum,Rathdrum,ID,47.8111504,-116.896931,44.0682,-114.742,1,"Rathdrum, ID",West,673.0,1202.178403129047,3467.365977447651,408.4311044545435,Cold Temperate
HT_OH_Ravenna,Ravenna,OH,41.157557,-81.242047,40.3888,-82.7649,1,"Ravenna, OH",Midwest,346.0,3530.272957395342,611.2220884166991,611.2220884166991,Temperate
HT_PA_Reading,Reading,PA,40.335345,-75.9279495,40.5908,-77.2098,1,"Reading, PA",Northeast,78.0,3987.9205744094797,168.16420734786846,168.16420734786846,Temperate
HT_WA_Redmond,Redmond,WA,47.6694141,-122.1238767,47.4009,-121.4905,1,"Redmond, WA",West,15.0,1099.421643487273,3859.2495858551733,17.153190591904053,Cold Temperate
HT_CA_Redwood_City,Redwood City,CA,37.4863239,-122.232523,36.1162,-119.6816,1,"Redwood City, CA",West,2.0,36.02725457812543,4134.743236351897,36.02725457812543,Subtropical
HT_NV_Reno,Reno,NV,39.5261788,-119.812658,38.8026,-116.4194,1,"Reno, NV",West,1383.0,298.78321774746394,3862.1167451567267,298.78321774746394,Subtropical
HT_WA_Richland,Richland,WA,46.2804298,-119.275205,47.4009,-121.4905,2,"Richland, WA",West,106.0,979.7472387479114,3662.1926621688076,275.45099998391174,Cold Temperate
HT_IL_Richview,Richview,IL,38.378383,-89.1800752,40.3495,-88.9861,1,"Richview, IL",Midwest,165.0,2901.3253283618224,1328.030898434372,1112.983732447714,Subtropical
HT_NY_Rochester,Rochester,NY,43.157285,-77.615214,42.1657,-74.9481,1,"Rochester, NY",Northeast,161.0,3800.520733001156,404.05258759860175,404.05258759860175,Temperate
HT_FL_Rockledge,Rockledge,FL,28.330831,-80.7349162,27.9947,-81.7603,1,"Rockledge, FL",South,9.0,3996.2788722579394,1504.8797762605564,1433.1772527290702,Tropical/Subtropical
HT_NY_Rome,Rome,NY,43.2102196,-75.4583956,42.1657,-74.9481,1,"Rome, NY",Northeast,134.0,3973.801812339444,302.3853523817225,302.3853523817225,Temperate
HT_NY_Roosevelt,Roosevelt,NY,40.678101,-73.5856329,42.1657,-74.9481,1,"Roosevelt, NY",Northeast,13.0,4174.712170132604,35.73825415734544,35.73825415734544,Temperate
HT_GA_Roswell,Roswell,GA,34.02332,-84.360022,33.0406,-83.6431,1,"Roswell, GA",South,335.0,3437.3186772759404,1178.525628872557,1142.928886975542,Tropical/Subtropical
HT_AR_Russellville,Russellville,AR,35.2784173,-93.1337856,34.9697,-92.3731,1,"Russellville, AR",South,109.0,2626.6518266000494,1780.653057417868,646.9275369390793,Subtropical
HT_NC_Rutherfordton,Rutherfordton,NC,35.3692877,-81.9567716,35.6301,-79.8064,1,"Rutherfordton, NC",South,296.0,3603.374409659602,915.2134361840986,915.2134361840986,Subtropical
HT_CA_Sacramento,Sacramento,CA,38.5810606,-121.493895,36.1162,-119.6816,3,"Sacramento, CA",West,20.0,120.75995585859484,4032.887036932916,120.75995585859484,Subtropical
HT_MA_Salem,Salem,MA,42.5195292,-70.8967226,42.2352,-71.0275,2,"Salem, MA",Northeast,12.0,4354.023235195853,327.7172631676445,327.7172631676445,Temperate
HT_OR_Salem,Salem,OR,44.9391565,-123.033121,43.8041,-120.5542,1,"Salem, OR",West,55.0,797.3180286018378,3974.962533107301,301.3401738664178,Temperate
HT_UT_Salt_Lake_City,Salt Lake City,UT,40.7596198,-111.886797,39.321,-111.0937,5,"Salt Lake City, UT",West,1312.0,966.7025741547934,3174.3907730358883,966.7025741547934,Temperate
HT_WA_Sammamish,Sammamish,WA,47.6017554,-122.0416844,47.4009,-121.4905,1,"Sammamish, WA",West,123.0,1092.0699538883066,3853.985095641421,21.843287338854836,Cold Temperate
HT_TX_San_Antonio,San Antonio,TX,29.4246002,-98.4951405,31.9686,-99.9018,1,"San Antonio, TX",South,206.0,2397.106557603551,2547.990733148718,305.0462911787087,Tropical/Subtropical
HT_CA_San_Diego,San Diego,CA,32.7174202,-117.162772,36.1162,-119.6816,14,"San Diego, CA",West,29.0,737.0916217550181,3915.399152599398,737.0916217550181,Tropical/Subtropical
HT_CA_San_Francisco,San Francisco,CA,37.7879363,-122.4075201,36.1162,-119.6816,2,"San Francisco, CA",West,35.0,1.7857297367114862,4137.666006085163,1.7857297367114862,Subtropical
HT_CA_San_Juan_Capistrano,San Juan Capistrano,CA,33.5016932,-117.6625509,36.1162,-119.6816,1,"San Juan Capistrano, CA",West,36.0,640.4410298588379,3920.5847498468233,640.4410298588379,Tropical/Subtropical
HT_UT_Sandy,Sandy,UT,40.5710454,-111.8953815,39.321,-111.0937,1,"Sandy, UT",West,1345.0,960.2149105913875,3179.70414010183,960.2149105913875,Temperate
HT_CA_Santa_Clarita,Santa Clarita,CA,34.4127963,-118.5538088,36.1162,-119.6816,1,"Santa Clarita, CA",West,357.0,510.15503398129135,3954.402377624514,510.15503398129135,Tropical/Subtropical
HT_CA_Santa_Cruz,Santa Cruz,CA,37.050096,-121.99059,36.1162,-119.6816,1,"Santa Cruz, CA",West,249.0,88.94983254792228,4131.7145887569595,88.94983254792228,Subtropical
HT_CA_Santa_Monica,Santa Monica,CA,34.0194704,-118.491227,36.1162,-119.6816,1,"Santa Monica, CA",West,34.0,547.0532853873538,3966.7733736374234,547.0532853873538,Tropical/Subtropical
HT_MN_Savage,Savage,MN,44.7779041,-93.3356204,45.6945,-93.9196,1,"Savage, MN",Midwest,220.0,2542.021015842455,1641.3300978851867,1641.3300978851867,Temperate
HT_GA_Savannah,Savannah,GA,32.0790074,-81.0921335,33.0406,-83.6431,1,"Savannah, GA",South,21.0,3797.3591216515815,1148.8304465093845,1148.8304465093845,Tropical/Subtropical
HT_IL_Savoy,Savoy,IL,40.054753,-88.2517165,40.3495,-88.9861,1,"Savoy, IL",Midwest,223.0,2955.9659780421293,1210.5330125894827,1210.5330125894827,Temperate
HT_WA_Seattle,Seattle,WA,47.6038321,-122.330062,47.4009,-121.4905,4,"Seattle, WA",West,51.0,1091.8902255910943,3875.492202581513,0.30462173029672296,Cold Temperate
HT_CO_Silverthorne,Silverthorne,CO,39.6317896,-106.0752294,39.0598,-105.3111,2,"Silverthorne, CO",West,2672.0,1434.5409825819322,2719.0534835030776,1434.5409825819322,Montane
HT_CA_Simi_Valley,Simi Valley,CA,34.2677404,-118.7538071,36.1162,-119.6816,1,"Simi Valley, CA",West,267.0,510.4041027397268,3977.7220804753274,510.4041027397268,Tropical/Subtropical
HT_OK_Skiatook,Skiatook,OK,36.3685186,-96.0013369,35.5653,-96.9289,1,"Skiatook, OK",South,199.0,2346.682464362177,1971.5727246629394,735.2439105918113,Subtropical
HT_WA_Snohomish,Snohomish,WA,48.0074736,-121.7304882,47.4009,-121.4905,1,"Snohomish, WA",West,598.0,1138.1241034839563,3825.8810035648467,63.41307384919704,Cold Temperate
HT_CA_Somerset,Somerset,CA,33.5103786,-117.1469498,36.1162,-119.6816,1,"Somerset, CA",West,332.0,671.9983110434017,3876.6519560606757,671.9983110434017,Tropical/Subtropical
HT_ME_South_Freeport,South Freeport,ME,43.8198026,-70.1094938,44.6939,-69.3819,1,"South Freeport, ME",Northeast,25.0,4391.052593064258,471.5411908716426,471.5411908716426,Temperate
HT_MA_South_Hadley,South Hadley,MA,42.2591392,-72.5751341,42.2352,-71.0275,1,"South Hadley, MA",Northeast,75.0,4223.553172175836,209.2166651923646,209.2166651923646,Temperate
HT_TX_Southlake,Southlake,TX,32.9412363,-97.1341783,31.9686,-99.9018,1,"Southlake, TX",South,198.0,2352.051390761443,2227.698864565481,390.5776930287032,Tropical/Subtropical
HT_WA_Spokane,Spokane,WA,47.6571934,-117.42351,47.4009,-121.4905,2,"Spokane, WA",West,584.0,1170.9436463607826,3507.7825810751447,368.88676821694577,Cold Temperate
HT_WA_Spokane_Valley,Spokane Valley,WA,47.6571104,-117.2613936,47.4009,-121.4905,1,"Spokane Valley, WA",West,606.0,1175.5978370369826,3495.628542687114,381.0630806080159,Cold Temperate
HT_TX_Spring,Spring,TX,30.070979,-95.4013419,31.9686,-99.9018,1,"Spring, TX",South,41.0,2629.2616629394356,2264.96753886635,34.562477404404845,Tropical/Subtropical
HT_CA_Spring_Valley,Spring Valley,CA,39.0762525,-122.5949373,36.1162,-119.6816,1,"Spring Valley, CA",West,386.0,145.26693132233044,4105.889326746721,145.26693132233044,Subtropical
HT_FL_St._Augustine,St. Augustine,FL,29.8946952,-81.3145395,27.9947,-81.7603,1,"St. Augustine, FL",South,7.0,3871.4386819346596,1370.7347216960122,1357.713038264221,Tropical/Subtropical
HT_FL_St._Augustine_Beach,St. Augustine Beach,FL,29.8508613,-81.2716634,27.9947,-81.7603,1,"St. Augustine Beach, FL",South,13.0,3877.2103196348507,1373.2028360593758,1362.1031601727827,Tropical/Subtropical
HT_MO_St._Charles,St. Charles,MO,38.7877791,-90.6747372,38.4561,-92.2884,1,"St. Charles, MO",South,168.0,2765.8307776471706,1442.2278055466977,1090.2996832530957,Subtropical
HT_MI_St._Johns,St. Johns,MI,43.000928,-84.5585098,43.3266,-84.5361,1,"St. Johns, MI",Midwest,244.0,3238.432721813952,911.6301729119526,911.6301729119526,Temperate
HT_MO_St._Joseph,St. Joseph,MO,39.7686055,-94.8466322,38.4561,-92.2884,1,"St. Joseph, MO",South,275.0,2396.881507929447,1772.3290464811994,1111.3092482995514,Subtropical
HT_MO_St._Louis,St. Louis,MO,38.6254063,-90.190009,38.4561,-92.2884,5,"St. Louis, MO",South,146.0,2810.0921714956253,1405.7731664576236,1092.6256166640649,Subtropical
HT_MO_St._Louis_,St. Louis ,MO,38.6254063,-90.190009,38.4561,-92.2884,1,"St. Louis , MO",South,146.0,2810.0921714956253,1405.7731664576236,1092.6256166640649,Subtropical
HT_MN_St._Paul,St. Paul,MN,44.9497487,-93.0931028,45.6945,-93.9196,1,"St. Paul, MN",Midwest,240.0,2563.57174404258,1625.6328141524018,1625.6328141524018,Temperate
HT_FL_St._Petersburg,St. Petersburg,FL,27.7712264,-82.6340259,27.9947,-81.7603,2,"St. Petersburg, FL",South,13.0,3857.088885104262,1638.8567941277136,1262.4318280618138,Tropical/Subtropical
HT_VA_Stafford,Stafford,VA,38.4167265,-77.4579783,37.7693,-78.1694,1,"Stafford, VA",South,70.0,3904.601679001197,391.0696876607791,391.0696876607791,Subtropical
HT_NC_Statesville,Statesville,NC,35.7827676,-80.8873574,35.6301,-79.8064,1,"Statesville, NC",South,277.0,3683.614198512568,813.3317510036542,813.3317510036542,Subtropical
HT_CO_Steamboat_Springs,Steamboat Springs,CO,40.4848003,-106.831735,39.0598,-105.3111,1,"Steamboat Springs, CO",West,2057.0,1379.0101932557543,2762.214797401934,1379.0101932557543,Montane
HT_KS_Sterling,Sterling,KS,38.2100112,-98.2070059,38.5266,-96.7265,1,"Sterling, KS",Midwest,503.0,2121.328696042112,2094.4559471286607,973.0755800879563,Subtropical
HT_MN_Stillwater,Stillwater,MN,45.0559126,-92.807572,45.6945,-93.9196,1,"Stillwater, MN",Midwest,216.0,2587.4722666358743,1605.6422294798624,1605.6422294798624,Cold Temperate
HT_KS_Stilwell,Stilwell,KS,38.7691755,-94.6563454,38.5266,-96.7265,1,"Stilwell, KS",Midwest,333.0,2422.6472757608894,1778.9890894124426,1001.4729496980596,Subtropical
HT_CA_Stockton,Stockton,CA,37.9577016,-121.290779,36.1162,-119.6816,1,"Stockton, CA",West,5.0,101.36007363950046,4038.83953279072,101.36007363950046,Subtropical
HT_MA_Stoneham,Stoneham,MA,42.4802635,-71.0993581,42.2352,-71.0275,1,"Stoneham, MA",Northeast,50.0,4338.491563669193,311.83205276081685,311.83205276081685,Temperate
HT_WI_Suamico,Suamico,WI,44.632044,-88.039342,44.2685,-89.6165,1,"Suamico, WI",Midwest,184.0,2958.494694369955,1227.998614035277,1227.998614035277,Temperate
HT_WI_Sun_Prairie,Sun Prairie,WI,43.183278,-89.2128297,44.2685,-89.6165,1,"Sun Prairie, WI",Midwest,287.0,2859.2409839469947,1288.4849335725849,1288.4849335725849,Temperate
HT_ID_Sun_Valley,Sun Valley,ID,43.696215,-114.353097,44.0682,-114.742,2,"Sun Valley, ID",West,1817.0,946.0315864516867,3315.506008529713,758.1133413549602,Montane
HT_CA_Sunnyvale,Sunnyvale,CA,37.3688301,-122.036349,36.1162,-119.6816,1,"Sunnyvale, CA",West,36.0,56.35849166912104,4123.025311373089,56.35849166912104,Subtropical
HT_AZ_Surprise,Surprise,AZ,33.629247,-112.3681428,33.7298,-111.4312,1,"Surprise, AZ",West,368.0,1018.5300968771186,3467.45975588903,1018.5300968771186,Tropical/Subtropical
HT_IA_Swisher,Swisher,IA,41.8456224,-91.6929702,42.0115,-93.2105,1,"Swisher, IA",Midwest,239.0,2655.003461990585,1484.4863873776083,1381.1205341588714,Temperate
HT_NY_Syracuse,Syracuse,NY,43.0481221,-76.1474244,42.1657,-74.9481,1,"Syracuse, NY",Northeast,138.0,3920.5919965179755,314.4200219793387,314.4200219793387,Temperate
HT_UT_Syracuse,Syracuse,UT,41.0895938,-112.0638903,39.321,-111.0937,1,"Syracuse, UT",West,1310.0,963.7395163880851,3181.1791790683756,963.7395163880851,Temperate
HT_FL_Tampa,Tampa,FL,27.9449854,-82.4583107,27.9947,-81.7603,1,"Tampa, FL",South,19.0,3863.801536448463,1613.896987656754,1275.112172876286,Tropical/Subtropical
"HT_FL_Tampa,_Fla.","Tampa, Fla.",FL,27.9449854,-82.4583107,27.9947,-81.7603,1,"Tampa, Fla., FL",South,19.0,3863.801536448463,1613.896987656754,1275.112172876286,Tropical/Subtropical
HT_WA_Tekoa,Tekoa,WA,47.2233681,-117.070875,47.4009,-121.4905,1,"Tekoa, WA",West,773.0,1137.2205913053972,3484.4712281397788,399.2367374707837,Cold Temperate
HT_FL_Tequesta,Tequesta,FL,26.9609367,-80.089205,27.9947,-81.7603,1,"Tequesta, FL",South,11.0,4121.91967705095,1624.8510318533886,1528.5246330925183,Tropical/Subtropical
HT_IN_Terre_Haute,Terre Haute,IN,39.4667025,-87.4139119,39.8494,-86.2604,1,"Terre Haute, IN",Midwest,152.0,3035.1425679027625,1150.646195576423,1150.646195576423,Subtropical
HT_TX_Terrell,Terrell,TX,30.1990738,-102.0974881,31.9686,-99.9018,1,"Terrell, TX",South,672.0,2051.3850982270524,2788.0344355824323,650.9838103880826,Tropical/Subtropical
HT_CT_Tolland,Tolland,CT,41.8700166,-72.3677153,41.5978,-72.7554,1,"Tolland, CT",Northeast,206.0,4248.4444118953115,188.00628083948874,188.00628083948874,Temperate
HT_WI_Tomah,Tomah,WI,43.978576,-90.5040214,44.2685,-89.6165,1,"Tomah, WI",Midwest,297.0,2758.1846295313285,1404.3290090495425,1404.3290090495425,Temperate
HT_NJ_Toms_River,Toms River,NJ,39.9528389,-74.196741,40.2206,-74.7597,1,"Toms River, NJ",Northeast,11.0,4141.040056630808,85.92936163983511,85.92936163983511,Subtropical
HT_OH_Tontogany,Tontogany,OH,41.4192278,-83.7403759,40.3888,-82.7649,2,"Tontogany, OH",Midwest,206.0,3319.033783142692,821.4981675595167,821.4981675595167,Temperate
HT_KS_Topeka,Topeka,KS,39.049011,-95.677556,38.5266,-96.7265,1,"Topeka, KS",Midwest,298.0,2331.470164190809,1858.253075110104,1030.7777620294676,Subtropical
HT_PA_Topton,Topton,PA,40.5034284,-75.7013027,40.5908,-77.2098,1,"Topton, PA",Northeast,149.0,4003.1374033316124,145.34521165394528,145.34521165394528,Temperate
HT_CA_Torrance,Torrance,CA,33.8371392,-118.3413606,36.1162,-119.6816,1,"Torrance, CA",West,34.0,571.4869640822384,3962.4295790636934,571.4869640822384,Tropical/Subtropical
HT_AZ_Tucson,Tucson,AZ,32.2228765,-110.974847,33.7298,-111.4312,3,"Tucson, AZ",West,732.0,1211.4520340337658,3416.963578898366,1211.4520340337658,Tropical/Subtropical
HT_AL_Tuscaloosa,Tuscaloosa,AL,33.2095614,-87.5675258,32.8067,-86.7113,1,"Tuscaloosa, AL",South,73.0,3183.9867705947,1464.2120791486548,833.8321992352877,Tropical/Subtropical
HT_CO_Vail,Vail,CO,39.6438028,-106.3888231,39.0598,-105.3111,1,"Vail, CO",West,2495.0,1407.7384013519722,2744.9857294046337,1407.7384013519722,Montane
HT_IN_Valparaiso,Valparaiso,IN,41.4672552,-87.0604487,39.8494,-86.2604,1,"Valparaiso, IN",Midwest,239.0,3042.183514797598,1098.9875459841478,1098.9875459841478,Temperate
HT_SC_Vance,Vance,SC,33.4337744,-80.4228665,34.0007,-81.1637,1,"Vance, SC",South,36.0,3803.798807589428,988.3713595826418,988.3713595826418,Tropical/Subtropical
HT_WA_Vancouver,Vancouver,WA,45.6306954,-122.6744557,47.4009,-121.4905,1,"Vancouver, WA",West,30.0,872.7822352006743,3933.4146586757856,221.1632224206316,Cold Temperate
HT_VA_Vienna,Vienna,VA,38.9013729,-77.2651762,37.7693,-78.1694,1,"Vienna, VA",South,109.0,3908.8071240537315,343.9717413479299,343.9717413479299,Subtropical
HT_VA_Virginia_Beach,Virginia Beach,VA,36.8496579,-75.9760751,37.7693,-78.1694,2,"Virginia Beach, VA",South,5.0,4075.136140620293,461.7198326536045,461.7198326536045,Subtropical
HT_CA_Visalia,Visalia,CA,36.3302284,-119.292058,36.1162,-119.6816,1,"Visalia, CA",West,107.0,321.0451406970492,3935.285155351294,321.0451406970492,Subtropical
HT_OH_Wadsworth,Wadsworth,OH,41.0256101,-81.7298519,40.3888,-82.7649,1,"Wadsworth, OH",Midwest,358.0,3491.598151767116,651.8430007796856,651.8430007796856,Temperate
HT_NC_Wake_Forest,Wake Forest,NC,35.9803138,-78.5103731,35.6301,-79.8064,1,"Wake Forest, NC",South,119.0,3883.603227513337,656.2966147200403,656.2966147200403,Subtropical
HT_MD_Waldorf,Waldorf,MD,38.6023935,-76.9274072,39.0639,-76.8021,1,"Waldorf, MD",South,68.0,3944.889136848858,343.12140765975465,343.12140765975465,Subtropical
HT_WA_Walla_Walla,Walla Walla,WA,46.2055155,-118.5174284,47.4009,-121.4905,1,"Walla Walla, WA",West,315.0,990.3290523678074,3605.1411466045693,329.66880260254885,Cold Temperate
HT_OK_Warner_,Warner ,OK,35.494675,-95.3060603,35.5653,-96.9289,1,"Warner , OK",South,181.0,2429.516036472934,1950.2183287750445,635.9491186922668,Subtropical
HT_MI_Warren,Warren,MI,42.4932575,-83.0062746,43.3266,-84.5361,1,"Warren, MI",Midwest,190.0,3368.804839386385,775.4901266095923,775.4901266095923,Temperate
HT_MN_Waseca,Waseca,MN,44.0172242,-93.5885717,45.6945,-93.9196,1,"Waseca, MN",Midwest,331.0,2511.974077044266,1650.0987260846946,1590.0190762003408,Temperate
"HT_WA_Washington,_D.C.","Washington, D.C.",WA,38.8898398,-77.0402691,47.4009,-121.4905,1,"Washington, D.C., WA",West,5.0,3928.1175651178974,329.3470469834819,329.3470469834819,Subtropical
HT_AK_Wasilla,Wasilla,AK,61.5824216,-149.442563,64.0685,-152.2782,1,"Wasilla, AK",Alaska/Hawaii,2.0,3238.6127827853347,5392.035971434353,2312.4676840386282,Cold Temperate
HT_NJ_Wayne,Wayne,NJ,40.9491723,-74.2376802,40.2206,-74.7597,1,"Wayne, NJ",Northeast,95.0,4114.768401509461,32.724909782947186,32.724909782947186,Temperate
HT_FL_Wellington,Wellington,FL,26.6586779,-80.2414357,27.9947,-81.7603,1,"Wellington, FL",South,8.0,4124.2448101736245,1661.422375064597,1523.152599994514,Tropical/Subtropical
HT_MA_Wenham,Wenham,MA,42.6046209,-70.8873511,42.2352,-71.0275,1,"Wenham, MA",Northeast,22.0,4352.995705891741,334.0599793542555,334.0599793542555,Temperate
HT_LA_West_Monroe,West Monroe,LA,32.5184775,-92.1476353,31.1695,-91.8749,1,"West Monroe, LA",South,27.0,2806.5210643963997,1854.9627304439316,433.4591890467966,Tropical/Subtropical
HT_NY_Westbury,Westbury,NY,40.7556561,-73.5876273,42.1657,-74.9481,1,"Westbury, NY",Northeast,32.0,4172.77538853637,35.65983977613563,35.65983977613563,Temperate
HT_IN_Westfield,Westfield,IN,40.0428151,-86.1274888,39.8494,-86.2604,1,"Westfield, IN",Midwest,271.0,3136.1445596373947,1031.234360283811,1031.234360283811,Temperate
HT_CA_Westminster,Westminster,CA,33.7578725,-117.9859054,36.1162,-119.6816,1,"Westminster, CA",West,17.0,599.327719520556,3936.0695340681627,599.327719520556,Tropical/Subtropical
HT_CO_Westminster,Westminster,CO,39.8366528,-105.0372046,39.0598,-105.3111,2,"Westminster, CO",West,1643.0,1524.6167419918434,2627.2518644716542,1423.6070402966966,Montane
HT_FL_Weston,Weston,FL,26.1003392,-80.399513,27.9947,-81.7603,1,"Weston, FL",South,2.0,4139.858339124369,1725.087031059908,1526.9203222165854,Tropical/Subtropical
HT_KS_Wichita,Wichita,KS,37.6922361,-97.3375448,38.5266,-96.7265,1,"Wichita, KS",Midwest,407.0,2204.279779037084,2036.8313828812418,898.4178179000411,Subtropical
"HT_KS_Wichita,_Kan.","Wichita, Kan.",KS,37.6922361,-97.3375448,38.5266,-96.7265,1,"Wichita, Kan., KS",Midwest,407.0,2204.279779037084,2036.8313828812418,898.4178179000411,Subtropical
HT_VA_Williamsburg,Williamsburg,VA,37.2708788,-76.7074042,37.7693,-78.1694,1,"Williamsburg, VA",South,33.0,3999.9440353863097,448.0255234162565,448.0255234162565,Subtropical
HT_NY_Williston_Park,Williston Park,NY,40.75649,-73.6448513,42.1657,-74.9481,1,"Williston Park, NY",Northeast,39.0,4168.026458578583,30.890215816845387,30.890215816845387,Temperate
HT_DE_Wilmington,Wilmington,DE,39.7459468,-75.546589,39.3185,-75.5244,1,"Wilmington, DE",South,49.0,4033.1741653718627,169.4562500715201,169.4562500715201,Subtropical
HT_MA_Wilmington,Wilmington,MA,42.5464828,-71.1736669,42.2352,-71.0275,1,"Wilmington, MA",Northeast,32.0,4331.113511636356,311.70537755936374,311.70537755936374,Temperate
HT_VA_Winchester,Winchester,VA,39.1852184,-78.1652404,37.7693,-78.1694,2,"Winchester, VA",South,215.0,3825.9438201789726,393.7744560080754,393.7744560080754,Subtropical
HT_CA_Windsor,Windsor,CA,38.5471327,-122.8163802,36.1162,-119.6816,1,"Windsor, CA",West,35.0,92.50875375193966,4143.083024157106,92.50875375193966,Subtropical
"HT_CT_Windsor,_Connecticut","Windsor, Connecticut",CT,41.8525984,-72.6437022,41.5978,-72.7554,1,"Windsor, Connecticut, CT",Northeast,15.0,4226.31212254652,170.4315217993928,170.4315217993928,Temperate
HT_CA_Winter_Park,Winter Park,CA,38.6302649,-121.5042484,36.1162,-119.6816,1,"Winter Park, CA",West,5.0,124.25648939758571,4031.9821515971125,124.25648939758571,Subtropical
HT_CO_Winter_Park,Winter Park,CO,39.9180425,-105.7855635,39.0598,-105.3111,4,"Winter Park, CO",West,2690.0,1461.2828434903208,2687.897855429756,1461.2828434903208,Montane
HT_IA_Woodbine,Woodbine,IA,41.7371441,-95.7021649,42.0115,-93.2105,1,"Woodbine, IA",Midwest,332.0,2321.6519209902763,1817.9172512727375,1329.2244599593091,Temperate
HT_WA_Woodinville,Woodinville,WA,47.7545827,-122.1588902,47.4009,-121.4905,1,"Woodinville, WA",West,16.0,1108.8301489509088,3860.775644170292,21.007599733322305,Cold Temperate
HT_WA_Yakima,Yakima,WA,46.601557,-120.510842,47.4009,-121.4905,1,"Yakima, WA",West,328.0,992.9487437025559,3752.032155312239,177.71927533880793,Cold Temperate
HT_SD_Yankton,Yankton,SD,42.8712938,-97.3967011,44.2998,-99.4388,1,"Yankton, SD",Midwest,368.0,2191.624053127338,1952.5691360617727,1466.0802498361415,Temperate
HT_CA_Yuba_City,Yuba City,CA,39.1404477,-121.6169108,36.1162,-119.6816,1,"Yuba City, CA",West,18.0,166.9816184071932,4023.3412734108833,166.9816184071932,Subtropical
